instance_name solver_name ext_heuristic solution_value solution_time best_lb root_lb root_time nb_branch_and_bound_nodes
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n38-k6 CLP True 805.0 1.4962878860000002 805.0 805.0 1.49200526 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n45-k5 CLP False 509.9999981204054 3.6742191739999996 509.9999981204054 510.0 3.665775508 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/M-n101-k10 CLP False 819.9999999945817 5.078458823 820.0 820.0 5.074822768000001 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n35-k5 CPLEX True 955.0 1.568041896 955.0 955.0 1.564257997 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/E-n30-k3 CLP True 502.9999999902136 0.852420647 503.0 503.0 0.84966447 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n64-k9 CPLEX False 861.0000000000001 5.830716002 861.0 861.0 5.824469586999999 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n45-k5 CPLEX False 510.0 3.630561384 510.0 510.0 3.621519117 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n45-k7 CLP False 1145.9998512458399 7.2410317410000005 1145.9998512458399 1146.0 7.2324478999999995 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n20-k2 CPLEX False 216.00000000000009 4.586977813 216.0 216.0 4.5804107179999995 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n16-k8 CLP True 450.0 0.032273628 450.0 450.0 0.029125563 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n45-k7 CPLEX False 1146.0 7.2598931900000006 1146.0 1146.0 7.255131672 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n44-k7 CPLEX True 908.9999999999997 1.686076375 909.0 909.0 1.6763150070000001 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n16-k8 CPLEX True 450.0 0.033319101 450.0 450.0 0.029252433 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n41-k6 CPLEX True 829.0 1.984374678 829.0 829.0 1.980012009 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n45-k6 CLP True 677.9999999999952 1.879305085 678.0 678.0 1.872634089 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n19-k2 CLP True 211.99999999666153 0.12190732600000001 212.0 212.0 0.118488267 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/E-n33-k4 CPLEX True 834.9999999999999 1.347210911 835.0 835.0 1.34389479 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n45-k6 CPLEX True 677.9999999999994 2.003338618 678.0 678.0 1.99895084 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n19-k2 CPLEX True 212.0 0.163957358 212.0 212.0 0.160675185 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n57-k9 CPLEX False 1598.0000000000014 6.68506767 1598.0 1598.0 6.668770439999999 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n20-k2 CPLEX True 216.0 0.163611023 216.0 216.0 0.160518493 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n48-k7 CPLEX True 1073.0 2.666520404 1073.0 1073.0 2.662553269 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n55-k15 CPLEX False 941.0 3.461431416 941.0 941.0 3.456889524 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n20-k2 CLP True 215.99999999999997 0.189156679 216.0 216.0 0.18627005400000002 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n21-k2 CLP True 211.00000000052762 0.121571974 211.0 211.0 0.11843640300000001 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n21-k2 CPLEX True 211.0 0.13030108699999998 211.0 211.0 0.127025698 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/E-n30-k3 CPLEX True 503.0 1.516348996 503.0 503.0 1.5124064640000001 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/M-n101-k10 CPLEX False 820.0000000000002 6.012891075 820.0 820.0 6.009063381 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n22-k8 CPLEX True 590.0 0.031087311 590.0 590.0 0.028216231999999997 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n45-k7 CPLEX True 1146.0000000000005 2.934405641 1146.0 1146.0 2.9281263460000004 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n22-k8 CLP True 590.0000000005125 0.050188615 590.0 590.0 0.04650873 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n22-k2 CLP True 216.0 0.197497951 216.0 216.0 0.194012292 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n23-k8 CLP True 529.0 0.055902045 529.0 529.0 0.051528517999999995 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n22-k2 CPLEX True 216.0 0.147181375 216.0 216.0 0.142958755 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n23-k8 CPLEX True 529.0 0.055008649 529.0 529.0 0.05175439 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n50-k7 CLP True 740.9999999999974 2.514490796 741.0 741.0 2.509340451 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n63-k10 CPLEX False 1495.9999999999998 7.162064181 1496.0 1496.0 7.156434763 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n50-k10 CLP False 696.0000000000022 4.702226223 696.0 696.0 4.697935553 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n57-k9 CLP False 1598.0000000000011 7.352455925 1598.0 1598.0 7.334512062 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n39-k5 CPLEX True 549.0 2.717096788 549.0 549.0 2.71352208 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n53-k7 CLP False 1009.9999999999745 8.097865732 1010.0 1010.0 8.078879134 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n57-k7 CPLEX False 1139.9999999999995 7.236889684 1140.0 1140.0 7.230683378 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/E-n33-k4 CLP True 834.9999999344429 1.959332724 835.0 835.0 1.9558612160000002 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n56-k7 CPLEX False 706.9999999999998 7.326744892000001 707.0 705.0 4.268999806 3
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n50-k7 CPLEX True 741.0 2.753385106 741.0 741.0 2.747895967 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n41-k6 CLP True 829.0000000000006 2.975400358 829.0 829.0 2.9717648430000003 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n39-k5 CLP True 548.999999999998 3.053664128 549.0 549.0 3.0402942819999996 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n40-k5 CLP True 458.0000000000002 0.498360197 458.0 458.0 0.494387144 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n45-k7 CLP True 1146.0 3.7607454610000004 1146.0 1146.0 3.755097647 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n64-k9 CLP False 861.0 7.374518624999999 861.0 861.0 7.368484517000001 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/P-n40-k5 CPLEX True 458.0 0.483686384 458.0 458.0 0.480202413 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n38-k5 CPLEX True 729.9999999999982 3.732420591 730.0 730.0 3.726428811 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/E-n51-k5 CLP False 520.9999457879004 7.358133695 520.9999457879004 521.0 7.3517094499999995 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n34-k5 CPLEX True 778.0 3.863080648 778.0 778.0 3.858340948 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n53-k7 CPLEX False 1009.9999999999907 8.803947648 1010.0 1010.0 8.791705930000001 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/B-n45-k5 CPLEX True 751.0 3.4506929029999998 751.0 751.0 3.444783367 1
/home/equeirog/VRPSolverEasy/VRPSolverEasy/demos/data/CVRP/A-n39-k6 CPLEX True 831.0000000000005 4.146430712 831.0 831.0 4.141513133 1
